participantcode,std_female,gpa,prior_num_guess,post_num_guess,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,orig_correct,fn_correct,answers_correct,std_male,female_r1,female_r2,female_r3,extrovert,agreeable,conscientious,neurotic,open,riskaversion,wtp,I,overconfidence,underconfidence,overoptimism,uncertainty1,uncertainty2,prior_minus_orig,wtpcategory,prior_downside1,post_downside,updates,gradeup_s0,gradedown_s0,betteroff_s0,worseoff_s0,gradeup_s1,gradedown_s1,betteroff_s1,worseoff_s1,gradeup_s2,gradedown_s2,betteroff_s2,worseoff_s2,gradeup_s3,gradedown_s3,betteroff_s3,worseoff_s3,gradeup_s4,gradedown_s4,betteroff_s4,worseoff_s4,gradeup_s5,gradedown_s5,betteroff_s5,worseoff_s5,gradeup_s6,gradedown_s6,betteroff_s6,worseoff_s6,gradeup_s7,gradedown_s7,betteroff_s7,worseoff_s7,gradeup_s8,gradedown_s8,betteroff_s8,worseoff_s8,gradeup_s9,gradedown_s9,betteroff_s9,worseoff_s9,irrational,everasked,num_asked,num_asked_imp
fldp5hiv,0,3.5999999046325684,17,19,0,0,0,0,0,0,0,0,1,1,17,17,19,1,0,0,NA,2,2.5,3,3,4,0.20000000298023224,-0.5,0,0.25,0.1344444453716278,-2,0.5,5.849999904632568,0,-1,0.30000001192092896,0.10000000149011612,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
17jh5qcp,0,3.200000047683716,14,17,1,1,1,1,1,1,1,1,1,1,13,14,14,1,1,1,NA,3.5,4.5,4,1.5,2.5,0.20000000298023224,3.5,1,0.550000011920929,0.21153846383094788,0,0.5,6.059999942779541,1,1,0.25,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
msvorm15,0,3.880000114440918,18,16,0,0,0,0,1,1,1,1,1,1,13,13,13,1,NA,NA,NA,4.5,4.5,3.5,3,3.5,0.20000000298023224,1.5,1,0.6857143044471741,0.0833333283662796,5,0.4000000059604645,3.240000009536743,5,1,0.30000001192092896,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
rw0in6vh,0,3.799999952316284,10,5,0,0,0,0,0,0,0,1,1,1,5,5,7,1,0,NA,NA,2.5,3.5,4,2,4,0.5249999761581421,0,0,0.4650000035762787,0.1071428582072258,3,0.699999988079071,7.032400131225586,5,-1,0.5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0d956ls4,0,2.799999952316284,17,14,0,0,0,1,1,1,1,1,1,1,12,12,12,1,NA,NA,NA,3,3,2.5,2.5,4,0.20000000298023224,2,1,0.4350000023841858,0.2454545497894287,5,0.699999988079071,7.809999942779541,5,1,0.5,0.44999998807907104,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
aukuabpm,0,3,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,1,NA,NA,NA,3,4,3.5,1.5,4,0.5249999761581421,-1.5,0,1,0,0,0.25,1.6875,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sw1yu3bu,0,2.200000047683716,13,12,0,0,0,0,0,0,0,0,0,0,11,11,13,1,0,NA,NA,2,3,4,3,3.5,1.3350000381469727,-1.5,0,0.5642856955528259,0.15416666865348816,0,0.5,7.699999809265137,2,-1,0.25,0.44999998807907104,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42cwgz0e,0,3.7699999809265137,19,12,0,0,0,0,1,1,1,1,1,1,12,13,13,1,1,NA,NA,1.5,4.5,3.5,4,2.5,2,1.5,1,0.8357142806053162,0.02083333395421505,6,0.15000000596046448,1.847499966621399,7,1,0.15000000596046448,0.46000000834465027,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1wu9iwxj,0,2.0999999046325684,13,14,0,0,0,0,0,0,0,1,1,1,13,13,15,1,0,NA,NA,2,2,3,1.5,4,2,0,0,0.6000000238418579,0.0714285746216774,-2,0.6000000238418579,8.59000015258789,0,-1,0.4000000059604645,0.3499999940395355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
tjva5ucd,0,3.1500000953674316,11,12,0,0,0,0,0,0,0,0,0,0,11,11,9,1,NA,NA,NA,5,4.5,5,1.5,3,0.20000000298023224,-1.5,0,0.5,0.10625000298023224,2,0.5,2.25,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674p7s0u,0,3.859999895095825,14,13,0,0,0,1,1,1,1,1,1,1,11,11,13,1,NA,NA,NA,2,3.5,3,2,4,0.20000000298023224,2,1,0.5285714268684387,0,1,0.44999998807907104,4.027500152587891,3,1,0.25,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
ku3j18js,0,2.299999952316284,15,10,0,0,0,1,1,1,1,1,1,1,8,10,10,1,NA,NA,NA,2,3,3,3,4,0.20000000298023224,2,1,0.7110000252723694,0.14888888597488403,5,0.5,8.300000190734863,7,1,0.15000000596046448,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
slyopi0q,0,3.4000000953674316,16,14,0,0,0,0,0,1,1,1,1,1,13,13,14,1,1,1,0,4.5,4,5,2,5,2,1,1,0.7916666865348816,0.07692307978868484,2,0.5400000214576721,3.8196001052856445,3,1,0.5400000214576721,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,2.553333282470703
eqs51ksm,0,3.299999952316284,15,16,0,0,0,0,0,0,0,0,1,1,14,14,14,1,1,0,0,2.5,3.5,4.5,2.5,3.5,1.3350000381469727,-0.5,0,0.4833333492279053,0.04461538419127464,1,0.8500000238418579,9.947500228881836,1,-1,0.699999988079071,0.30000001192092896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2.0426666736602783
ek09dkhp,0,2.700000047683716,10,13,0,0,0,0,0,0,0,0,1,1,13,14,14,1,NA,NA,NA,3.5,3,2.5,2.5,4.5,0.20000000298023224,-0.5,0,0.5383333563804626,0.19923077523708344,-4,0.5,5.460000038146973,-3,-1,0.15000000596046448,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
wmckn71y,1,3,8,9,0,0,0,0,0,1,0,0,0,0,8,8,8,0,NA,NA,NA,3,3.5,4.5,3,3.5,0.5249999761581421,1,1,0.5350000262260437,0.07285714149475098,0,0.9700000286102295,2.0618999004364014,0,1,0.949999988079071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ymar8nxv,1,4,13,10,0,0,0,0,0,0,0,0,0,0,9,9,9,0,NA,NA,NA,4,3.5,3.5,4,3.5,2,-1.5,0,0.33636364340782166,0.28125,4,0.800000011920929,9.5600004196167,4,-1,0.6499999761581421,0.3499999940395355,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57v88rcg,1,2.049999952316284,11,12,0,0,0,0,0,0,0,0,0,1,12,12,12,0,1,NA,NA,3,4,3,3,4.5,2,-1,0,0.2750000059604645,0.4209091067314148,-1,0.5,4.409999847412109,-1,-1,0.20000000298023224,0.30000001192092896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
ijyat6bk,1,2.4000000953674316,14,13,0,0,0,0,0,0,0,0,0,1,13,13,13,0,NA,NA,NA,2.5,4.5,3.5,4,5,0.5249999761581421,-1,0,0.6385714411735535,0.19166666269302368,1,0.6000000238418579,5.789999961853027,1,-1,0.44999998807907104,0.15000000596046448,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2omuni0p,1,2.9000000953674316,16,14,0,0,0,0,0,0,0,0,0,0,12,12,13,0,0,NA,NA,4.5,3.5,3.5,4,4,0.5249999761581421,-1.5,0,0.5571428537368774,0.11666666716337204,3,0.5,4.5,4,-1,0.25,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
lol50nvp,1,4,12,11,0,0,0,0,0,0,0,1,1,1,12,12,12,0,0,NA,NA,2.5,3,3,4.5,4,0.5249999761581421,0,0,0.26249998807907104,0.29545456171035767,0,0.3499999940395355,3.1875,0,0,0.3499999940395355,0.44999998807907104,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
c6sbbkz9,1,3,6,7,0,0,0,0,0,0,0,0,1,1,8,8,8,0,NA,NA,NA,4.5,3,3,3.5,4,0.28999999165534973,-0.5,0,0.3916666805744171,0.5,-2,0.800000011920929,13.600000381469727,-2,-1,0.4000000059604645,0.6000000238418579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
s9qltdtx,1,3.9809999465942383,15,19,0,0,0,0,0,0,0,0,0,0,18,18,19,0,1,0,NA,3,4.5,3.5,3,5,2,-1.5,0,0.800000011920929,0.07222222536802292,-4,0.15000000596046448,1.3274999856948853,-3,-1,0.10000000149011612,0.10000000149011612,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
nvpue6d2,1,4,14,14,0,0,0,0,0,0,0,0,0,0,14,14,16,0,NA,NA,NA,4,4,5,2,2.5,2,-1.5,0,0.29750001430511475,0.10666666924953461,-2,0.5,5.289999961853027,0,-1,0.25,0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j91e8c8e,1,3.875,10,11,0,0,0,0,0,0,0,1,1,1,9,11,11,0,0,NA,NA,3.5,3.5,4,2,4,2,0,0,0.24444444477558136,0.3100000023841858,-1,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
yd15fzzx,1,3.1570000648498535,15,11,0,0,0,0,0,0,1,1,1,1,10,10,9,0,0,1,NA,3,3,4,4,5,0.5249999761581421,0.5,1,0.6772727370262146,0.13375000655651093,6,0.3499999940395355,3.2274999618530273,5,1,0.30000001192092896,0.10000000149011612,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
xuqs2tjn,1,3.066999912261963,5,6,0,0,0,0,0,0,1,1,1,1,11,11,11,0,NA,NA,NA,2.5,4.5,3.5,5,5,0.20000000298023224,0.5,1,0.5255555510520935,0.4099999964237213,-6,0.800000011920929,6.840000152587891,-6,1,0.20000000298023224,0.6000000238418579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1j61v5kj,1,3,13,11,0,0,0,0,0,0,0,0,0,0,11,11,12,0,1,1,0,3,4,4,1.5,3,1.3350000381469727,-1.5,0,0.41874998807907104,0.2454545497894287,1,0.25,2.747499942779541,2,-1,0.20000000298023224,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
oexsn40q,1,3.6500000953674316,17,16,0,0,0,0,0,0,0,0,0,0,16,16,17,0,NA,NA,NA,2.5,4,3,4.5,2.5,0.20000000298023224,-1.5,0,0.7666666507720947,0.08749999850988388,0,0.25,2.2274999618530273,1,-1,0.15000000596046448,0.05000000074505806,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oshovhaj,1,3.700000047683716,15,13,0,0,0,0,0,0,0,0,0,0,12,12,13,0,NA,NA,NA,2,5,3,3.5,4.5,0.28999999165534973,-1.5,0,0.3928571343421936,0.14249999821186066,2,0.8500000238418579,7.327499866485596,3,-1,0.75,0.30000001192092896,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9h37jkax,1,3,12,10,0,0,0,0,0,0,0,1,1,1,8,8,9,0,NA,NA,NA,4,5,4.5,2.5,3.5,0.5249999761581421,0,0,0.7454545497894287,0.02500000037252903,3,0.5,4.409999847412109,4,-1,0.20000000298023224,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
6nppkhp4,1,3.5999999046325684,16,15,0,0,0,0,0,1,1,1,1,1,13,13,13,0,0,NA,NA,3,3,3,3,3,0.20000000298023224,1,1,0.5785714387893677,0.05416666716337204,3,0.25,1.6875,3,1,0.25,0.30000001192092896,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
938l75in,1,2.700000047683716,12,10,0,0,0,0,0,0,0,0,0,1,7,7,8,0,1,1,0,2,4,4.5,3,5,1.3350000381469727,-1,0,0.8583333492279053,0,4,0.4000000059604645,2.1600000858306885,5,-1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,2.3712575435638428
1e2uh8qb,1,3.4000000953674316,12,10,0,0,0,0,0,0,0,1,1,1,9,9,10,0,1,0,NA,3,3,4,2,2,0.20000000298023224,0,0,0.44999998807907104,0.3444444537162781,2,0.75,4.1875,3,-1,0.75,0.15000000596046448,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
z9e46k4o,1,3.299999952316284,16,13,0,0,0,0,0,0,0,0,0,1,12,12,13,0,1,0,NA,4,4,3,3.5,4,0.5249999761581421,-1,0,0.8214285373687744,0.050833333283662796,3,0.25,2.987499952316284,4,-1,0.15000000596046448,0.10000000149011612,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0h115pmr,1,2.5,14,15,0,0,0,0,0,0,0,0,1,1,13,13,12,0,NA,NA,NA,3,5,3.5,4,5,0.20000000298023224,-0.5,0,0.3062500059604645,0.22727273404598236,2,0.699999988079071,2.609999895095825,1,0,0.699999988079071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
dl9xssgh,1,3.759999990463257,5,5,0,0,0,0,0,1,1,1,1,1,8,8,6,0,0,0,0,5,3.5,5,4.5,3.5,1.3350000381469727,1,1,0.5,0.1899999976158142,-1,0.5,3.690000057220459,-3,1,0.4000000059604645,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,3,3
09kkvu77,1,3.671999931335449,18,16,0,0,0,0,0,0,0,0,0,1,14,14,14,0,1,1,NA,3,4,3.5,4,4,0.20000000298023224,-1,0,0.875,0.007692307699471712,4,0.20000000298023224,1.7999999523162842,4,-1,0.10000000149011612,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aqwve9tn,1,3.0999999046325684,13,12,0,0,0,1,1,1,1,1,1,1,9,10,10,0,0,NA,NA,2.5,4,3.5,2,3.5,2,2,1,0.7549999952316284,0.03888889029622078,3,0.6600000262260437,5.940000057220459,4,1,0.33000001311302185,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
3tj3bot2,1,3.9600000381469727,16,16,0,0,0,0,0,0,1,1,1,1,14,14,14,0,1,0,NA,4,3,5,3.5,3.5,1.3350000381469727,0.5,1,0.4166666567325592,0.03846153989434242,2,0.20000000298023224,1.440000057220459,2,1,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2
3rv0wqqk,1,3.5999999046325684,16,10,0,0,0,0,0,0,0,0,1,1,9,10,10,0,NA,NA,NA,2.5,3.5,4.5,2,3.5,2,-0.5,0,0.75,0,6,0.4000000059604645,3.5999999046325684,7,-1,0.20000000298023224,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
ix3nm5vf,1,4,8,8,0,0,0,0,0,0,0,0,0,0,8,8,10,0,0,NA,NA,2,2.5,3.5,5,1.5,1.3350000381469727,-1.5,0,0.33000001311302185,0.35555556416511536,-2,0.5,4.889999866485596,0,-1,0.4000000059604645,0.3499999940395355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
m2vm6nzk,1,3.299999952316284,15,15,0,0,0,0,0,1,1,1,1,1,13,14,14,0,NA,NA,NA,3,3,3,3,3,1.3350000381469727,1,1,0.4166666567325592,0.2161538451910019,1,0.44999998807907104,7.227499961853027,2,1,0.20000000298023224,0.550000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
ws1l5uvd,1,4,15,14,0,0,0,0,0,0,0,1,1,1,11,11,11,0,0,NA,NA,2,3.5,3.5,4,3.5,0.5249999761581421,0,0,0.6222222447395325,0.29499998688697815,4,0.20000000298023224,1.7100000381469727,4,0,0.15000000596046448,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
vb3sc1se,1,3.4000000953674316,13,13,0,0,0,0,0,0,0,1,1,1,12,12,12,0,NA,NA,NA,3.5,3.5,3,4,3.5,0.20000000298023224,0,0,0.75,0.16363635659217834,1,0.25,1.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
quh6b8t2,1,2.8499999046325684,14,12,0,0,0,0,0,0,1,1,1,1,11,11,12,0,0,NA,NA,3,3.5,3,4.5,4.5,0.20000000298023224,0.5,1,0.4749999940395355,0.23818181455135345,2,0.8500000238418579,5.347499847412109,3,0,0.800000011920929,0.47999998927116394,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
dflkxxb9,1,3.5999999046325684,16,17,0,0,0,0,0,0,0,1,1,1,16,16,16,0,0,0,0,4.5,3,3.5,3.5,4,0.20000000298023224,0,0,0.9375,0.1133333370089531,0,0.5,4.5,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,3
tcfbbxhr,1,3.5999999046325684,15,15,1,1,1,1,1,1,1,1,1,1,13,14,14,0,NA,NA,NA,4,3.5,5,1.5,4.5,0.20000000298023224,3.5,1,1,0,1,0.30000001192092896,3.3399999141693115,2,1,0.10000000149011612,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
6ebd0lam,1,3,14,12,0,0,0,0,1,1,1,1,1,1,9,9,11,0,1,0,NA,2,3,5,4,3.5,1.3350000381469727,1.5,1,0.5555555820465088,0.17000000178813934,3,0.8500000238418579,6.527500152587891,5,-1,0.699999988079071,0.6000000238418579,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
nxr53xj5,1,3.5999999046325684,16,16,0,0,0,0,0,0,0,0,0,1,16,16,17,0,NA,NA,NA,4.5,4.5,3.5,2,5,2,-1,0,0.6666666865348816,0.15625,-1,0.5,6.010000228881836,0,-1,0.4000000059604645,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tsix3vvv,1,3.9000000953674316,15,14,0,0,0,1,1,1,1,1,1,1,11,10,10,0,1,1,NA,2,4,4,4.5,4,0.20000000298023224,2,1,0.699999988079071,0.0555555559694767,5,0.5,2.25,4,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
e1zufj9t,1,3.9700000286102295,12,13,0,0,0,0,0,0,1,1,1,1,13,15,15,0,NA,NA,NA,1.5,3,1.5,5,4.5,1.3350000381469727,0.5,1,0.42000001668930054,0.5264285802841187,-3,0.3499999940395355,3.887500047683716,-1,-1,0.20000000298023224,0.550000011920929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
zp3uj2ko,1,2.299999952316284,15,12,0,0,0,0,0,0,0,0,1,1,10,11,11,0,NA,NA,NA,5,3.5,3,3.5,4.5,0.5249999761581421,-0.5,0,0.6666666865348816,0.17499999701976776,4,0.15000000596046448,1.3274999856948853,5,-1,0.10000000149011612,0.15000000596046448,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
qq4xjn7m,1,3.5,13,14,0,0,0,0,0,0,0,1,1,1,15,15,13,0,NA,NA,NA,1.5,2,3,4.5,3.5,1.3350000381469727,0,0,0.5857142806053162,0.09833333641290665,0,0.5,4.889999866485596,-2,1,0.4000000059604645,0.699999988079071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
8y0q1irw,1,3.299999952316284,11,9,0,0,0,0,0,1,0,0,0,0,8,8,9,0,0,0,NA,3,4,3.5,2.5,3,1.3350000381469727,1,1,0.1663636416196823,0.6875,2,0.4000000059604645,4.559999942779541,3,1,0.10000000149011612,0.6000000238418579,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
jfc85o5w,1,3.0999999046325684,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,0,1,1,NA,2.5,2,5,5,3,1.3350000381469727,-1.5,0,0.5,0.07999999821186066,0,0.5,6.090000152587891,0,-1,0.20000000298023224,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7u7g0u6g,1,2.9000000953674316,16,11,0,0,0,0,0,1,1,1,1,1,9,10,10,0,NA,NA,NA,3,3,3,4.5,4,2,1,1,0.5070000290870667,0.11666666716337204,6,0.30000001192092896,1.8899999856948853,7,1,0.30000001192092896,0.05000000074505806,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
652yns6s,1,3.5,15,7,1,0,0,0,0,0,0,0,0,1,5,5,7,0,NA,NA,NA,4,4,2,5,4,0.5249999761581421,3.5,1,0.5846154093742371,0.125,8,0.4000000059604645,5.110000133514404,10,1,0.15000000596046448,0.10000000149011612,-8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
udz2lahq,1,3.559999942779541,8,8,0,0,0,0,0,1,1,1,1,1,10,10,11,0,0,NA,NA,2.5,3,4,3.5,2.5,0.5249999761581421,1,1,0.10000000149011612,0.30454546213150024,-3,0.25,2.747499942779541,-2,-1,0.20000000298023224,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
